maṇḍala,sūkta,ṛca,m-s-r,m-s,ṛṣi,devatā,chandaḥ
1,24,11,1-24-11,1 - 24,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,triṣṭubh
1,24,12,1-24-12,1 - 24,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,triṣṭubh
1,24,13,1-24-13,1 - 24,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,triṣṭubh
1,24,14,1-24-14,1 - 24,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,triṣṭubh
1,24,15,1-24-15,1 - 24,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,triṣṭubh
1,25,1,1-25-1,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,2,1-25-2,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,3,1-25-3,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,4,1-25-4,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,5,1-25-5,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,6,1-25-6,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,7,1-25-7,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,8,1-25-8,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,9,1-25-9,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,10,1-25-10,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,11,1-25-11,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,12,1-25-12,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,13,1-25-13,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,14,1-25-14,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,15,1-25-15,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,16,1-25-16,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,17,1-25-17,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,18,1-25-18,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,19,1-25-19,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,20,1-25-20,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,25,21,1-25-21,1 - 25,śunaḥśepaḥ ājīgartiḥ,varuṇaḥ,gāyatrī
1,26,1,1-26-1,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,2,1-26-2,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,3,1-26-3,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,4,1-26-4,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,5,1-26-5,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,6,1-26-6,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,7,1-26-7,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,8,1-26-8,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,9,1-26-9,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,26,10,1-26-10,1 - 26,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,1,1-27-1,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,2,1-27-2,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,3,1-27-3,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,4,1-27-4,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,5,1-27-5,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,6,1-27-6,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,7,1-27-7,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,8,1-27-8,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,9,1-27-9,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,10,1-27-10,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,11,1-27-11,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,12,1-27-12,1 - 27,śunaḥśepaḥ ājīgartiḥ,agniḥ,gāyatrī
1,27,13,1-27-13,1 - 27,śunaḥśepaḥ ājīgartiḥ,devāḥ,triṣṭubh
1,28,1,1-28-1,1 - 28,śunaḥśepaḥ ājīgartiḥ,indraḥ,anuṣṭubh
1,28,2,1-28-2,1 - 28,śunaḥśepaḥ ājīgartiḥ,indraḥ,anuṣṭubh
1,28,3,1-28-3,1 - 28,śunaḥśepaḥ ājīgartiḥ,indraḥ,anuṣṭubh
1,28,4,1-28-4,1 - 28,śunaḥśepaḥ ājīgartiḥ,indraḥ,anuṣṭubh
1,28,5,1-28-5,1 - 28,śunaḥśepaḥ ājīgartiḥ,ulūkhalaḥ,anuṣṭubh
1,28,6,1-28-6,1 - 28,śunaḥśepaḥ ājīgartiḥ,ulūkhalaḥ,anuṣṭubh
1,28,7,1-28-7,1 - 28,śunaḥśepaḥ ājīgartiḥ,ulūkhalamusale,gāyatrī
1,28,8,1-28-8,1 - 28,śunaḥśepaḥ ājīgartiḥ,ulūkhalamusale,gāyatrī
1,28,9,1-28-9,1 - 28,śunaḥśepaḥ ājīgartiḥ,prajāpatiḥ hariścandraḥ adhiṣavaṇacarma somaḥ vā,gāyatrī
1,29,1,1-29-1,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,2,1-29-2,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,3,1-29-3,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,4,1-29-4,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,5,1-29-5,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,6,1-29-6,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,29,7,1-29-7,1 - 29,śunaḥśepaḥ ājīgartiḥ,indraḥ,paṅktiḥ
1,30,1,1-30-1,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,2,1-30-2,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,3,1-30-3,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,4,1-30-4,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,5,1-30-5,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,6,1-30-6,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,7,1-30-7,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,8,1-30-8,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,9,1-30-9,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,10,1-30-10,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,11,1-30-11,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,pādanicṛt gāyatrī
1,30,12,1-30-12,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,13,1-30-13,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,14,1-30-14,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,15,1-30-15,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,gāyatrī
1,30,16,1-30-16,1 - 30,śunaḥśepaḥ ājīgartiḥ,indraḥ,triṣṭubh
1,30,17,1-30-17,1 - 30,śunaḥśepaḥ ājīgartiḥ,aśvino,gāyatrī
1,30,18,1-30-18,1 - 30,śunaḥśepaḥ ājīgartiḥ,aśvino,gāyatrī
1,30,19,1-30-19,1 - 30,śunaḥśepaḥ ājīgartiḥ,aśvino,gāyatrī
1,30,20,1-30-20,1 - 30,śunaḥśepaḥ ājīgartiḥ,uṣāḥ,gāyatrī
1,30,21,1-30-21,1 - 30,śunaḥśepaḥ ājīgartiḥ,uṣāḥ,gāyatrī
1,30,22,1-30-22,1 - 30,śunaḥśepaḥ ājīgartiḥ,uṣāḥ,gāyatrī
1,31,1,1-31-1,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,2,1-31-2,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,3,1-31-3,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,4,1-31-4,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,5,1-31-5,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,6,1-31-6,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,7,1-31-7,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,8,1-31-8,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,triṣṭubh
1,31,9,1-31-9,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,10,1-31-10,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,11,1-31-11,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,12,1-31-12,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,13,1-31-13,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,14,1-31-14,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,15,1-31-15,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,16,1-31-16,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,triṣṭubh
1,31,17,1-31-17,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,jagatī
1,31,18,1-31-18,1 - 31,hiraṇyastūpaḥ āṅgirasaḥ,agniḥ,triṣṭubh
1,32,1,1-32-1,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,2,1-32-2,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,3,1-32-3,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,4,1-32-4,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,5,1-32-5,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,6,1-32-6,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,7,1-32-7,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,8,1-32-8,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,9,1-32-9,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,10,1-32-10,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,11,1-32-11,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,12,1-32-12,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,13,1-32-13,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,14,1-32-14,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,32,15,1-32-15,1 - 32,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,1,1-33-1,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,2,1-33-2,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,3,1-33-3,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,4,1-33-4,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,5,1-33-5,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,6,1-33-6,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,7,1-33-7,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,8,1-33-8,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,9,1-33-9,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,10,1-33-10,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,11,1-33-11,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,12,1-33-12,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,13,1-33-13,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,14,1-33-14,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,33,15,1-33-15,1 - 33,hiraṇyastūpaḥ āṅgirasaḥ,indraḥ,anuṣṭubh
1,34,1,1-34-1,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,2,1-34-2,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,3,1-34-3,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,4,1-34-4,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,5,1-34-5,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,6,1-34-6,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,7,1-34-7,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,8,1-34-8,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,9,1-34-9,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,triṣṭubh
1,34,10,1-34-10,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,11,1-34-11,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,jagatī
1,34,12,1-34-12,1 - 34,hiraṇyastūpaḥ āṅgirasaḥ,aśvinau,triṣṭubh
1,35,1,1-35-1,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,agni mitrāvaruṇa rātri savitāraḥ,jagatī
1,35,2,1-35-2,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,3,1-35-3,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,4,1-35-4,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,5,1-35-5,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,6,1-35-6,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,7,1-35-7,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,8,1-35-8,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,9,1-35-9,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,jagatī
1,35,10,1-35-10,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,35,11,1-35-11,1 - 35,hiraṇyastūpaḥ āṅgirasaḥ,savitā,triṣṭubh
1,36,1,1-36-1,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,2,1-36-2,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,3,1-36-3,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,4,1-36-4,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,5,1-36-5,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,6,1-36-6,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,7,1-36-7,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,8,1-36-8,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,9,1-36-9,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,10,1-36-10,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,11,1-36-11,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,12,1-36-12,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,13,1-36-13,1 - 36,kaṇvaḥ ghauraḥ,yūpaḥ agniḥ vā,bṛhatī
1,36,14,1-36-14,1 - 36,kaṇvaḥ ghauraḥ,yūpaḥ agniḥ vā,satobṛhatī
1,36,15,1-36-15,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,16,1-36-16,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,17,1-36-17,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,18,1-36-18,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,36,19,1-36-19,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,bṛhatī
1,36,20,1-36-20,1 - 36,kaṇvaḥ ghauraḥ,agniḥ,satobṛhatī
1,37,1,1-37-1,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,2,1-37-2,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,3,1-37-3,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,4,1-37-4,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,5,1-37-5,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,6,1-37-6,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,7,1-37-7,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,8,1-37-8,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,9,1-37-9,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,10,1-37-10,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,11,1-37-11,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,12,1-37-12,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,13,1-37-13,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,14,1-37-14,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,37,15,1-37-15,1 - 37,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,1,1-38-1,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,2,1-38-2,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,3,1-38-3,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,4,1-38-4,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,5,1-38-5,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,6,1-38-6,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,7,1-38-7,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,8,1-38-8,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,9,1-38-9,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,10,1-38-10,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,11,1-38-11,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,12,1-38-12,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,13,1-38-13,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,14,1-38-14,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,38,15,1-38-15,1 - 38,kaṇvaḥ ghauraḥ,marutaḥ,gāyatrī
1,39,1,1-39-1,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,bṛhatī
1,39,2,1-39-2,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,satobṛhatī
1,39,3,1-39-3,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,bṛhatī
1,39,4,1-39-4,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,satobṛhatī
1,39,5,1-39-5,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,bṛhatī
1,39,6,1-39-6,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,satobṛhatī
1,39,7,1-39-7,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,bṛhatī
1,39,8,1-39-8,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,satobṛhatī
1,39,9,1-39-9,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,bṛhatī
1,39,10,1-39-10,1 - 39,kaṇvaḥ ghauraḥ,marutaḥ,satobṛhatī
1,40,1,1-40-1,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,bṛhatī
1,40,2,1-40-2,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,satobṛhatī
1,40,3,1-40-3,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,bṛhatī
1,40,4,1-40-4,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,satobṛhatī
1,40,5,1-40-5,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,bṛhatī
1,40,6,1-40-6,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,satobṛhatī
1,40,7,1-40-7,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,bṛhatī
1,40,8,1-40-8,1 - 40,kaṇvaḥ ghauraḥ,brahmāṇaspatiḥ,satobṛhatī
1,41,1,1-41-1,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,41,2,1-41-2,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,41,3,1-41-3,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,41,4,1-41-4,1 - 41,kaṇvaḥ ghauraḥ,ādityāḥ,gāyatrī
1,41,5,1-41-5,1 - 41,kaṇvaḥ ghauraḥ,ādityāḥ,gāyatrī
1,41,6,1-41-6,1 - 41,kaṇvaḥ ghauraḥ,ādityāḥ,gāyatrī
1,41,7,1-41-7,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,41,8,1-41-8,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,41,9,1-41-9,1 - 41,kaṇvaḥ ghauraḥ,varuṇamitrāryamaṇaḥ,gāyatrī
1,42,1,1-42-1,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,2,1-42-2,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,3,1-42-3,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,4,1-42-4,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,5,1-42-5,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,6,1-42-6,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,7,1-42-7,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,8,1-42-8,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,9,1-42-9,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,42,10,1-42-10,1 - 42,kaṇvaḥ ghauraḥ,pūṣā,gāyatrī
1,43,1,1-43-1,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ,gāyatrī
1,43,2,1-43-2,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ,gāyatrī
1,43,3,1-43-3,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ mitrāvaruṇau ca,gāyatrī
1,43,4,1-43-4,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ,gāyatrī
1,43,5,1-43-5,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ,gāyatrī
1,43,6,1-43-6,1 - 43,kaṇvaḥ ghauraḥ,rudraḥ,gāyatrī
1,43,7,1-43-7,1 - 43,kaṇvaḥ ghauraḥ,somaḥ,gāyatrī
1,43,8,1-43-8,1 - 43,kaṇvaḥ ghauraḥ,somaḥ,gāyatrī
1,43,9,1-43-9,1 - 43,kaṇvaḥ ghauraḥ,somaḥ,anuṣṭubh
1,44,1,1-44-1,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ aśvinau uṣāḥ ca,bṛhatī
1,44,2,1-44-2,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ aśvinau uṣāḥ ca,satobṛhatī
1,44,3,1-44-3,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,bṛhatī
1,44,4,1-44-4,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,satobṛhatī
1,44,5,1-44-5,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,bṛhatī
1,44,6,1-44-6,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,satobṛhatī
1,44,7,1-44-7,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,bṛhatī
1,44,8,1-44-8,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,satobṛhatī
1,44,9,1-44-9,1 - 44,praskaṇvaḥ kāṇvaḥ,agniḥ,bṛhatī
